DEP,PC1 (1),PC2 (1),PC3 (1),PC4 (1),PC5 (1),PC6 (1),PC7 (1),PC8 (1),PC9 (1),PC10 (1),PC11 (1)
"1",-0.16813,0.28780,-1.11768,0.50802,-0.67710,1.18737,0.92188,0.77334,-0.34828,-1.46332,-0.07050
"1",1.61912,-1.21783,-1.03912,-1.08699,-0.78672,-0.82926,-0.75083,0.67505,-0.35642,-0.73592,-1.42013
"1",1.71423,-1.03483,-1.43117,-0.24021,-1.64610,-1.39364,-0.59590,0.39665,-0.56994,-0.68395,-1.00659
"1",4.77079,0.51073,-2.38205,-1.20707,0.10643,0.65983,0.36254,-1.02814,-0.32263,0.37610,0.68234
"1",5.09677,0.14947,-1.97772,-1.90289,0.72647,0.64044,0.25385,-0.09649,-0.24759,0.36077,0.47908
"1",5.07856,-0.56559,-1.04987,-1.53466,-0.27585,-0.38785,-0.14059,1.11267,-0.45548,0.38251,0.54554
"1",3.19255,0.15808,-1.84067,-1.73314,0.07995,0.52715,0.01444,-0.05040,-0.66742,0.59182,0.40331
"1",3.31359,0.10760,-2.00540,-1.37446,-0.23169,0.58542,0.05274,-0.08032,-0.72490,0.83877,0.33740
"1",4.26536,-0.39082,-1.40933,-1.26504,-0.89111,-0.49856,-0.14741,0.93237,-0.57411,0.39370,0.41234
"1",4.23215,0.34865,-2.37975,-0.98835,-0.41915,0.30504,0.29975,-0.51884,-0.45339,0.42258,0.63094
"1",5.02012,0.24916,-2.19573,-1.13997,-0.39114,0.09293,0.32703,-0.07025,-0.36121,0.23190,0.65106
"1",4.72298,0.41611,-2.51262,-0.99129,-0.39313,0.25746,0.40198,-0.37838,-0.56685,0.37304,0.78538
"1",4.92054,0.46490,-2.36451,-1.80222,0.64813,0.80679,0.39969,-0.48323,-0.26471,0.17486,0.67338
"1",4.99229,-0.26007,-1.62232,-0.90055,-1.16886,-0.60121,0.03736,0.90475,-0.65932,0.41234,0.73429
"1",4.47664,0.34057,-2.35273,-0.43094,-1.19624,-0.24769,0.39871,-0.21867,-0.44848,0.25475,0.56686
"1",4.54093,0.44391,-2.55626,-0.88436,-0.41439,0.38145,0.38151,-0.62906,-0.61237,0.47126,0.77658
"1",4.66152,0.41951,-2.56231,-0.82938,-0.46326,0.53099,0.34333,-0.80647,-0.56525,0.67958,0.63118
"1",4.68151,0.37468,-2.43236,-0.87513,-0.45774,0.44662,0.28897,-0.79737,-0.53981,0.68171,0.64123
"1",4.95701,0.33888,-2.37418,-0.29875,-1.27124,0.04007,0.31041,-0.69900,-0.52114,0.62107,0.69436
"1",5.00305,0.09409,-1.83601,-0.46666,-1.41737,-0.29178,0.15781,-0.10432,-0.46962,0.47160,0.61980
"1",2.05029,1.09428,0.08582,-1.06508,3.07480,1.31999,1.49152,0.30581,-1.70249,0.22424,0.47230
"1",2.70177,0.79180,-2.16276,-2.17962,1.76320,1.88012,0.65303,-0.70213,-0.12346,-1.06398,-0.50370
"1",1.46051,0.95629,2.57153,-1.31833,0.46865,0.69459,0.44548,0.66300,-1.37453,-0.19493,0.23576
"1",0.62534,0.98629,1.75903,-0.22679,0.17179,1.83162,0.68969,-0.27128,-1.12785,0.32819,-0.27749
"1",4.78062,-0.61572,-2.60082,0.63827,-0.74697,0.04866,0.73528,0.15394,1.13836,0.32020,-0.26667
"1",5.21261,-0.29453,-1.07140,-0.95080,-1.17818,-0.50292,-0.07693,0.65364,-0.35659,0.31678,0.63339
"1",5.20106,0.22665,-1.80900,-1.08882,-0.47909,0.20404,0.20554,-0.39531,-0.23923,0.26768,0.71833
"1",1.51362,-0.53959,-1.04625,-1.85550,-0.09446,0.74166,-0.70372,-0.15389,-0.66719,1.49820,-0.14687
"1",-0.77981,1.08476,-1.71089,-0.27845,-1.61351,-0.44558,0.59865,-0.09295,-0.41199,-0.79576,0.86602
"1",0.00985,0.69817,-1.60080,-1.72205,0.59340,0.49734,0.32021,-0.22713,-0.53241,-0.15182,1.27947
"1",5.18101,-0.78716,-2.28071,0.62400,-1.03130,-1.07065,0.53911,0.45757,0.82796,0.54263,0.12909
"1",-1.57761,1.08360,-0.58718,-0.49922,-0.80774,-0.04243,0.75711,0.51017,-0.73350,0.65239,-0.31685
"1",-2.03537,0.67986,-1.65231,-0.66407,-0.93407,-0.36347,0.29572,-0.39307,-0.02995,0.25599,0.07548
"1",-2.10287,0.25547,-1.33494,-0.44177,-0.72511,-0.41739,0.22633,-0.03414,-0.08893,0.64639,0.10948
"1",-2.40220,0.65385,-1.53186,-1.16788,0.29483,0.01207,0.35171,-0.50412,-0.00780,0.02317,0.38564
"1",-1.84980,0.09141,-0.81595,-0.70114,-1.56354,-0.82557,-0.00841,0.89345,-0.08420,0.06153,-0.11359
"1",-1.99731,0.40597,-1.63340,0.09289,-1.72288,-0.66514,0.25597,-0.15074,-0.18543,0.64454,0.10064
"1",-1.79780,-0.09406,-0.88868,-0.31188,-1.72791,-0.99113,-0.05303,0.79695,-0.21460,0.63599,0.05781
"1",-2.00173,0.53811,-1.75401,0.09762,-1.74101,-0.66071,0.29782,-0.32582,-0.22118,0.64622,0.09456
"1",-1.86769,0.18508,-1.24041,-0.16468,-1.73916,-0.87178,0.08919,0.33016,-0.23715,0.64060,0.06617
"1",-1.76181,-0.43634,-0.22664,-0.87211,-1.36276,-1.24641,-0.27614,1.52242,-0.20335,0.40397,0.06704
"1",-1.82776,0.06891,-1.07509,-0.23109,-1.76130,-0.88621,0.01657,0.50997,-0.21857,0.62520,0.06191
"1",-2.12027,0.64493,-1.56851,-0.30308,-1.58699,-0.43333,0.28941,-0.12209,-0.16704,0.49067,0.03147
"1",-2.08823,0.61980,-1.62868,-0.17994,-1.38229,-0.60570,0.28321,-0.32601,-0.43864,0.08264,0.16591
"1",-2.11710,0.57943,-1.73479,0.20772,-1.93663,-0.89456,0.31089,-0.32640,-0.18028,0.42462,0.14811
"1",-1.60838,-0.63867,-0.00989,-0.97306,-1.39591,-1.23398,-0.40270,1.77714,-0.19969,0.63150,0.03265
"1",-0.30037,0.50561,-1.56824,-0.38610,-1.49165,-0.39365,0.10540,0.00923,-1.29478,-0.19834,1.03930
"1",-1.90140,-0.00017,-0.88418,-0.36160,-1.70486,-1.15000,-0.02521,0.75675,-0.21445,0.41317,0.09327
"1",2.08957,-0.39214,-1.52498,-0.95347,-1.12704,-0.03152,-0.43472,-0.14677,-0.56036,1.13843,-0.34370
"1",0.02308,0.50227,-1.60426,-1.26294,-0.27073,0.42599,0.11813,-0.12623,-0.93876,0.11559,0.99532
"1",-1.34127,0.84267,-1.67343,-0.20891,-1.50329,-0.55368,0.44655,-0.22158,-0.43654,-0.14723,0.28905
"1",-2.16148,1.36733,0.26596,-1.05906,-0.72465,-1.65081,1.83490,2.88914,3.41697,1.07495,2.57195
"1",2.25457,-2.30077,-0.29062,0.74642,-0.56538,2.11334,-0.23901,2.14600,-0.24127,0.42769,0.39899
"1",-3.34685,0.51965,-1.25479,0.59544,-1.88443,0.23619,0.55146,0.31556,-0.15870,0.28673,0.30825
"1",0.13445,0.20393,-1.47560,-0.89163,-0.97326,-0.04043,-0.15198,0.12343,-1.48111,0.20606,1.39346
"1",-1.79331,1.54362,-0.96963,-0.16345,-1.53481,-0.24394,0.92913,0.11736,-0.68869,0.37259,-0.67189
"1",-1.55023,0.80789,-0.09942,-0.47953,-1.37836,-0.61280,0.55398,1.19527,-0.80598,0.59827,-0.42453
"1",-1.53678,0.64328,0.27759,-0.31851,-1.89456,-1.17832,0.47329,1.74415,-0.84335,0.34964,-0.43037
"1",-1.68194,1.04010,-0.32349,0.00163,-1.91042,-0.88141,0.71480,0.99504,-0.82441,0.34214,-0.40581
"1",-0.43767,0.96259,-1.78213,-1.40736,0.11217,0.48546,0.48107,-0.35025,-0.37620,-0.03240,1.40336
"1",-0.03085,0.85064,-1.83707,-1.44375,0.35816,0.53226,0.42035,-0.47611,-0.56256,-0.14691,1.28246
"1",-0.03517,0.88136,-1.94918,0.08027,-2.04473,-0.60798,0.50634,-0.08579,-0.64851,-0.23061,1.26918
"1",-1.21626,0.90624,-1.48615,0.06629,-1.13939,-0.72642,0.76782,-0.25027,0.07703,-0.04164,-0.02707
"1",0.75031,1.01469,-2.54319,-0.10672,-0.70795,0.34149,-2.22038,-0.33728,-1.22634,0.49682,0.27087
"1",0.20395,1.25383,-2.38102,0.00515,-0.30943,0.70490,-2.34793,-0.09548,-0.95680,0.45271,0.30265
"1",0.87310,1.27614,-1.76861,0.28245,-0.85638,-0.41717,-3.82231,1.18290,-1.14104,0.55471,0.22792
"1",-0.94191,-0.23239,-1.65148,-1.11118,-0.59585,0.58804,-0.59754,-1.06011,-0.47567,1.14976,-0.13669
"1",-2.27781,1.41891,0.43060,-1.57083,0.82573,-1.33485,1.97418,2.56807,3.37801,1.15555,2.60611
"1",0.10175,6.08933,0.71924,0.69154,-0.28403,-0.13383,4.09956,2.11053,4.02093,1.53799,-0.09015
"1",-1.92418,0.03513,-1.35268,-0.28219,-0.98213,0.29265,0.20022,0.31232,-0.02137,-0.77348,-0.32844
"1",-1.46987,1.15897,-0.26478,-0.34003,-1.33862,-0.63107,0.88615,1.05782,-0.47309,-0.06205,-0.56375
"1",-1.39350,-0.14537,-0.03494,0.25358,0.53153,-1.76218,0.57458,0.68925,-0.89191,-0.04446,0.12157
"1",0.43184,0.05741,-1.64129,0.90228,-0.66927,1.76706,0.87641,0.45892,-0.58691,-1.66100,0.67298
"1",-2.05916,1.59246,-0.95508,-1.25818,-0.05754,0.72075,0.85201,-0.14483,-0.58176,0.42146,-0.55783
"1",-0.45308,-1.66547,-0.46234,1.12938,1.28976,-0.48887,0.33794,0.19821,0.76808,-0.09138,0.24228
"1",-0.32663,0.34489,-1.19372,-0.17802,1.79895,-0.41900,0.88862,-0.59182,-0.74626,-0.37701,0.68112
"1",2.65645,-0.93420,-1.36517,-0.94812,0.67130,-0.93060,-0.00823,0.63970,0.13222,0.24363,1.12935
"1",0.45258,-0.80760,-1.09228,0.21395,1.03033,0.22329,0.07833,0.51199,-0.54418,-0.02273,1.13752
"1",-0.48979,0.19638,-1.01558,-0.05939,-0.11690,-0.81995,0.70211,0.42843,0.09787,-1.21199,-0.27878
"1",2.17073,1.97077,-0.08781,0.84922,0.00253,0.83775,-3.55064,-0.18940,0.47495,0.09471,0.36496
"1",-2.16513,0.62603,-1.72293,-0.57273,-0.90848,-0.29105,0.29774,-0.41701,-0.04324,0.27967,0.15684
"1",1.47050,0.51173,-0.83067,-1.63035,0.45735,0.74474,0.25622,0.36690,-1.41362,2.11865,0.51971
"1",0.31898,0.95700,-0.55015,-0.15642,-2.29184,-0.32481,0.19837,-1.12419,0.62500,-0.33575,-0.29900
"1",0.98345,0.86022,-0.49813,-0.34610,-2.01206,0.03532,0.01847,-1.54737,0.51361,0.04867,-0.03333
"1",2.17350,-1.55588,-1.68538,-0.23801,-0.88632,-1.31316,-0.80672,0.09023,-0.80014,2.27491,-0.08784
"1",1.84339,-0.16579,-0.69731,1.20869,-0.27375,-2.21842,0.90094,0.30154,-0.25613,-1.78178,-0.06908
