DEP,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
"1",2000.00000,147.46779,0.00000,14454.85254,121.33334,33.00000,-0.96993,2.59909,0.09871,3.67075,5400.22119
"1",2000.00000,0.00000,1794.02307,17853.34961,120.33334,61.00000,-1.05453,2.54979,0.21043,3.59365,8254.24512
"1",2000.00000,0.00000,442.40338,16224.80762,155.66667,33.00000,-0.89526,2.49921,-0.03058,3.66046,8067.71484
"1",2000.00000,0.00000,1188.92334,14258.69434,102.66666,123.66666,-0.98776,2.62361,0.00345,3.68141,3336.81519
"1",2000.00000,0.00000,1452.38928,16090.89160,92.00000,40.66667,-1.04244,2.55601,0.23883,3.62068,6105.23779
"1",2000.00000,0.00000,1474.67786,15823.09473,92.00000,119.33334,-1.04241,2.55609,0.23875,3.62102,5574.59473
"1",2000.00000,0.00000,884.80676,16569.63281,92.00000,28.00000,-1.04240,2.55609,0.23904,3.62105,5944.61670
"1",2000.00000,0.00000,1032.27454,16449.10547,92.00000,82.00000,-1.04238,2.55614,0.23901,3.62127,5630.87549
"1",2000.00000,0.00000,932.66821,15495.34961,102.66666,184.33333,-1.00250,2.54679,0.12875,3.63167,5839.42627
"1",2000.00000,147.46779,1318.99194,16008.91699,92.00000,97.33334,-1.04238,2.55616,0.23885,3.62131,5327.24219
"1",2000.00000,0.00000,859.87756,17564.15039,102.66666,40.33333,-1.06635,2.57022,0.14370,3.57152,3721.91870
"1",2000.00000,0.00000,294.93558,18742.91797,103.33334,33.00000,-0.93560,2.49739,0.02821,3.58072,5551.13867
"1",2000.00000,147.46779,329.74799,14753.41309,85.00000,28.00000,-1.00248,2.54673,0.12826,3.63127,6174.30566
"1",2000.00000,147.46779,1359.58582,15676.04102,102.66666,207.00000,-1.04241,2.55609,0.23870,3.62103,5486.11865
"1",2000.00000,0.00000,0.00000,28916.09766,102.66666,62.00000,-0.22736,2.45330,0.42642,4.31089,944.25458
"1",2000.00000,0.00000,589.87115,15192.04590,92.00000,118.00000,-1.00249,2.54678,0.12857,3.63157,5854.30420
"1",2000.00000,1628.83496,1179.74231,16775.71680,118.00000,102.00000,-0.40779,3.05374,1.38574,5.13536,2246.16235
"1",2000.00000,0.00000,859.87756,27894.41992,145.66667,61.00000,-0.21994,2.55411,0.63192,4.25539,834.20380
"1",2000.00000,0.00000,0.00000,22832.28125,101.33334,33.66667,-0.64222,2.62506,0.09748,3.78741,3394.96338
"1",2000.00000,0.00000,531.70270,18770.16406,118.00000,189.33333,0.00000,3.02610,0.00000,0.00000,7993.24365
"1",2000.00000,1503.88232,23043.69922,28892.02148,121.33334,199.00000,0.01017,2.91152,1.28223,4.97923,2798.00464
"1",2000.00000,0.00000,7379.28564,25230.78711,92.00000,33.33333,-1.22698,2.35456,-0.17747,3.33542,2967.73193
"1",2000.00000,0.00000,294.93558,28907.44922,121.33334,83.00000,-0.13510,2.37095,0.73218,4.38145,466.33411
"1",2000.00000,0.00000,208.55095,50962.65625,102.66666,40.33333,-1.13470,2.77367,-0.00599,3.54821,1042.75476
"1",2000.00000,0.00000,859.87756,52022.48828,103.33334,132.00000,-1.07892,2.69651,0.11155,3.49856,2192.26636
"1",2000.00000,0.00000,294.93558,51855.42969,85.00000,170.66667,-1.03363,2.69654,-0.02264,3.48292,1978.48804
"1",2000.00000,0.00000,417.10190,51983.39063,85.00000,107.66666,-1.03362,2.69653,-0.02257,3.48290,2111.41748
"1",2000.00000,0.00000,147.46779,25440.22461,157.66667,33.00000,-0.10498,2.56077,0.46841,3.88613,1769.61353
"1",2000.00000,0.00000,147.46779,26656.20508,162.66667,33.00000,-0.02435,2.59832,0.53052,4.05693,2579.63281
