DEP,X11,X10,X9,X8,X7,X6,X5,X4,X3,X2,X1
"1",1.42155,-1.03302,2.74714,0.37535,3.76888,28.00000,92.00000,17798.85547,6045.41797,13783.78223,0.00000
"1",1.42487,-1.03056,2.74814,0.37558,3.76985,31.66667,92.00000,17996.74219,5724.18945,13455.93945,0.00000
"1",1.38243,-1.00046,2.71511,0.26431,3.75939,159.66667,102.66666,18458.07227,5778.96777,13590.90430,0.00000
"1",2.70566,-0.53983,2.34230,1.01134,3.99378,86.00000,102.66666,19183.66406,0.00000,147.40538,0.00000
"1",1.63053,-1.15178,2.27702,0.73381,3.83979,28.00000,145.00000,53612.21094,4106.23877,3095.51294,2330.68359
"1",1.39773,-0.97695,2.73665,0.22730,3.75436,28.00000,121.33334,19446.89844,5733.67139,13779.05273,0.00000
"1",1.64508,-0.43507,2.60117,-0.02578,3.87578,33.33333,120.33334,12019.64160,793.80225,8042.71631,0.00000
"1",1.63203,-1.17245,2.76697,0.02315,3.87361,33.66667,155.66667,4150.97314,607.76794,15153.38770,0.00000
"1",1.74517,-0.72878,2.53258,0.24928,4.04945,126.66666,120.33334,1259.43213,1188.42017,10200.83594,1268.02905
"1",1.74411,-0.43290,3.09982,0.29197,4.04053,120.66666,134.33333,7812.48535,5735.56592,3778.29639,2501.55225
"1",1.60616,-0.89676,2.53133,-0.30239,3.82072,33.00000,103.33334,25577.70117,1188.42017,15947.73633,0.00000
"1",2.78509,0.47898,2.76135,0.60453,5.02086,98.00000,85.00000,36350.59766,19235.69531,9928.82227,0.00000
"1",3.32908,1.23461,3.56558,1.10983,4.49758,33.00000,210.33333,26589.00586,442.21613,3565.26050,294.81076
"1",2.35606,0.60538,2.93625,1.20294,4.22437,150.66667,145.00000,5209.48193,737.02692,3367.81787,0.00000
"1",1.59187,-0.64133,2.72170,0.18687,4.00860,33.00000,145.00000,4417.24512,4628.62305,5885.14941,0.00000
"1",2.28891,-0.20938,2.65940,0.38583,4.19825,89.66666,109.00000,8506.19727,4365.29053,294.81076,0.00000
"1",1.84963,-0.18327,2.72113,0.29563,4.13832,162.66667,141.66667,2191.33862,2191.33862,1774.99585,0.00000
"1",2.16991,0.32992,2.73609,0.31868,4.17726,33.00000,85.00000,14482.53125,5003.10449,2288.34692,2376.84033
"1",2.23392,0.04342,2.76027,0.64498,4.28860,157.00000,157.66667,28895.21484,6780.64746,1680.67993,0.00000
"1",1.73092,-0.29914,3.05345,-0.06991,4.21269,93.33334,133.33333,2501.55225,11497.62012,6480.80957,0.00000
"1",1.69926,-0.44841,2.71665,-0.05716,4.01987,157.66667,134.33333,4375.23389,6529.24316,10696.79688,0.00000
"1",1.89633,-0.74449,2.99144,0.31551,4.01994,61.66667,113.33334,29988.57227,4106.23877,30898.92383,0.00000
"1",1.58354,-1.13245,2.94306,0.00644,4.20149,33.00000,148.66667,19298.28711,7910.60303,16531.10352,0.00000
"1",1.53044,0.07420,2.66660,0.04065,4.15204,52.00000,145.66667,737.02692,1073.12732,11411.30957,0.00000
"1",2.78443,0.41108,3.43033,1.15169,4.96571,185.00000,141.66667,79602.32031,11227.02734,11607.64746,531.47766
"1",2.38156,0.48287,3.30359,0.03087,4.79884,119.00000,85.00000,87358.17969,20497.83008,2330.68359,1566.94067
"1",1.64551,-0.17922,2.72178,0.15295,4.11299,33.00000,148.66667,1179.24304,1517.63123,13335.91113,0.00000
"1",1.42177,-0.02613,2.48253,-0.08020,4.04333,44.66667,145.00000,1823.30383,1774.99585,12452.91992,0.00000
"1",1.51129,-0.89496,2.69732,-0.21909,3.86816,54.66667,127.33334,19776.50781,5663.12988,18368.98242,0.00000
"1",1.59149,-0.91215,2.86975,-0.01481,3.85576,110.66666,103.33334,8980.84766,2110.52393,13060.15039,0.00000
"1",1.63722,-0.66786,2.56343,-0.04718,3.93693,86.00000,133.33333,8716.88184,3857.96802,3693.96826,0.00000
"1",2.74976,0.14722,2.78384,0.10950,4.52410,33.66667,121.33334,21272.38867,147.40538,3109.52002,0.00000
"0",1.93604,-0.54156,2.87152,0.42980,4.09628,98.33334,97.00000,18169.16992,3685.13452,3775.41992,11326.25977
"0",1.91311,-0.81964,2.85337,0.53746,4.03180,33.00000,130.66667,23144.52148,737.02692,833.85077,11720.34961
"0",1.89842,-0.91719,2.78145,-0.17191,4.15135,132.00000,121.33334,32558.90820,8923.81055,1921.93103,11422.72852
"0",2.12781,-0.71157,2.78050,0.13831,4.08207,153.33333,102.66666,26958.66602,3109.52002,1921.93103,13759.32715
"0",1.62640,-0.73608,2.84718,0.32503,3.95227,57.66667,102.66666,23896.49805,2918.47754,3024.50562,11365.51855
"0",1.86348,-0.70156,2.91701,0.45341,4.03911,132.00000,130.66667,23206.40039,1799.31201,1887.70996,10548.50000
"0",1.86413,-0.56112,2.96407,1.26323,4.11832,66.00000,148.66667,22125.05078,1318.43384,17481.68164,11781.37012
"0",1.63796,-0.43141,3.17912,0.53111,4.11098,75.66666,113.33334,28510.27344,737.02692,13875.69336,12393.45313
"0",1.65435,-0.27560,3.06335,0.88882,4.19929,126.66666,127.33334,35037.85938,4753.68066,833.85077,11840.24023
"0",1.64599,-0.60826,2.97095,0.62342,4.29767,115.33334,141.66667,14389.21191,8701.91309,737.02692,12346.90527
"0",1.80972,-0.30211,3.04877,0.61014,4.26718,172.66667,134.33333,20698.25586,3685.13452,3826.86621,12142.83984
"0",1.22698,-0.57207,3.27879,0.55282,4.07664,101.66666,161.33333,2250.04541,2176.41431,6907.63672,12591.73340
"0",1.28301,-0.50764,3.07896,0.14565,4.01659,58.66667,133.33333,51888.57813,147.40538,22723.38867,11032.77832
"0",1.23088,-0.45667,3.01910,0.15978,4.01018,173.66667,151.66667,55731.71094,416.92538,24928.94727,10907.99805
"0",1.74931,-0.21330,3.60205,0.81879,4.35438,122.33334,118.00000,59893.94531,589.62152,18070.24023,10590.64355
"0",1.54001,-0.30130,3.39559,0.61648,4.21151,178.66667,101.33334,59454.27344,4077.03125,22271.87500,10589.61719
"0",1.18571,-0.49597,2.97516,0.16889,3.99877,180.00000,133.33333,56302.29688,1916.26990,23467.10352,10796.87793
"0",1.25118,-0.53554,3.00352,0.31614,4.05595,227.66667,101.33334,58068.17969,3955.30151,23022.62500,10629.55273
"0",1.25011,-0.46949,3.03939,0.14871,4.01409,125.33334,101.33334,54131.70313,737.02692,23245.69336,10849.07617
"0",1.40591,-0.47078,3.08286,-0.00048,4.04828,96.66666,97.00000,49381.68359,1648.04224,21157.67969,10440.83887
"0",1.66201,-0.45983,2.98719,0.32257,4.07537,168.00000,148.66667,22087.70117,10569.07910,9694.07520,13119.07910
"0",1.27287,-0.14352,3.18368,0.06766,4.25981,69.33334,121.33334,8550.78223,5603.34375,0.00000,19298.84961
"0",1.86959,-0.77989,2.68871,0.74961,3.87683,66.00000,130.66667,42294.04297,5455.99072,30796.79102,13095.87109
"0",2.29861,-0.38922,2.92876,0.34371,4.31121,206.00000,157.66667,31222.81250,5831.36865,11482.49121,10882.07227
"0",2.24590,-0.51719,2.77957,0.00357,4.17720,126.66666,162.66667,29741.20508,6421.86914,9626.59863,10682.56836
"0",2.35807,-0.31859,3.04649,0.40159,4.34124,217.33333,162.66667,29406.17188,7965.34814,9347.17480,11141.54590
